Entidad,Oficina,Mes,Origen,Nombre_Comun,Peso_V,Peso_D,Valor,Year
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Agosto,CAPTURA,ABULON AMARILLO,50,50,"6,500.00",2010
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Agosto,CAPTURA,ABULON AZUL,"19,723.38","8,751.00","1,230,945.00",2009
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Agosto,CAPTURA,ABULON AMARILLO,"3,601.10","1,745.00","233,575.00",2009
BAJA CALIFORNIA SUR,BAHIA TORTUGAS,Agosto,CAPTURA,ABULON AZUL,70,70,"9,100.00",2010
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Agosto,CAPTURA,ABULON AZUL,"9,857.96","4,142.00","1,319,360.00",2009
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Agosto,CAPTURA,ABULON AZUL,"5,964.28","2,506.00","845,750.00",2012
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Agosto,CAPTURA,ABULON AZUL,"7,834.96","3,292.00","987,600.00",2010
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Agosto,CAPTURA,ABULON AZUL,"5,814.34","2,443.00","855,050.00",2013
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Agosto,CAPTURA,ABULON AZUL,"5,493.04","2,308.00","646,240.00",2007
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Agosto,CAPTURA,ABULON AZUL,318.2,318.2,"100,275.52",2014
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Agosto,CAPTURA,ABULON AZUL,"8,870.26","3,727.00","1,362,990.00",2011
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Agosto,CAPTURA,ABULON AZUL,"5,979.38","2,804.00","765,549.99",2006
BAJA CALIFORNIA SUR,GUERRERO NEGRO,Agosto,CAPTURA,ABULON AZUL,770,"1,832.60","236,755.75",2008
BAJA CALIFORNIA SUR,LA PAZ,Agosto,CAPTURA,ABULON AZUL,"2,344.30",985,"385,794.95",2006
BAJA CALIFORNIA SUR,LA PAZ,Agosto,CAPTURA,ABULON AZUL,811.58,341,"112,750.00",2013
BAJA CALIFORNIA SUR,LA PAZ,Agosto,CAPTURA,ABULON AZUL,949.73,501.23,"171,445.84",2014
BAJA CALIFORNIA SUR,LA PAZ,Agosto,CAPTURA,ABULON AZUL,670.68,281.8,"64,103.86",2007
BAJA CALIFORNIA SUR,LA PAZ,Agosto,CAPTURA,ABULON AZUL,959.14,403,"161,200.00",2009
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Agosto,CAPTURA,ABULON AMARILLO,"18,787.72","7,894.00","1,669,630.00",2009
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Agosto,CAPTURA,ABULON AZUL,142,337.96,"36,970.64",2008
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Agosto,CAPTURA,ABULON AMARILLO,92.82,39,"11,466.00",2010
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Agosto,CAPTURA,ABULON AZUL,"8,356.18","3,511.00","707,440.00",2009
BAJA CALIFORNIA SUR,SAN CARLOS,Agosto,CAPTURA,ABULON AZUL,"3,057.11","1,284.50","396,910.50",2010
BAJA CALIFORNIA SUR,SAN CARLOS,Agosto,CAPTURA,ABULON AZUL,"2,046.80",860,"215,000.00",2012
BAJA CALIFORNIA SUR,SAN CARLOS,Agosto,CAPTURA,ABULON AZUL,"1,718.36",722,"108,300.00",2007
BAJA CALIFORNIA SUR,SAN CARLOS,Agosto,CAPTURA,ABULON AZUL,"2,994.04","1,258.00","377,400.00",2011
BAJA CALIFORNIA SUR,SAN CARLOS,Agosto,CAPTURA,ABULON AZUL,"3,879.40","1,630.00","244,500.00",2006
BAJA CALIFORNIA SUR,SAN CARLOS,Agosto,CAPTURA,ABULON AZUL,"1,806.42",759,"189,750.00",2013
BAJA CALIFORNIA SUR,SAN CARLOS,Agosto,CAPTURA,ABULON AZUL,935.11,633.51,"199,639.38",2014
BAJA CALIFORNIA SUR,SAN CARLOS,Agosto,CAPTURA,ABULON AZUL,"1,309.00",550,"182,000.00",2009
BAJA CALIFORNIA SUR,SANTA ROSALIA,Agosto,CAPTURA,ABULON AZUL,"5,837.00","13,892.06","2,036,412.56",2008
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Agosto,CAPTURA,ABULON AMARILLO,"3,486.70","1,465.00","431,084.00",2009
BAJA CALIFORNIA SUR,BAHIA ASUNCION,Agosto,CAPTURA,ABULON AZUL,"14,077.70","5,915.00","1,733,320.00",2009
VERACRUZ,VERACRUZ,Agosto,CAPTURA,ABULON SE,0,200,"63,026.00",2014
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON ROJO,250,250,"52,500.00",2009
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON ROJO,"2,963.00","2,963.00","607,415.00",2007
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON ROJO,"5,045.00","5,045.00","1,163,500.00",2012
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON SE,"1,817.50","1,817.50","413,481.25",2006
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON ROJO,720,720,"173,400.00",2011
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON ROJO,"1,586.83","1,586.83","317,365.52",2014
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON ROJO,"2,150.00","2,150.00","409,000.00",2010
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON SE,800,800,"400,000.00",2011
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON ROJO,"4,370.00","4,370.00","874,000.00",2013
BAJA CALIFORNIA,ENSENADA,Septiembre,ACUACULTURA,ABULON ROJO,790.8,790.8,"158,160.05",2013
BAJA CALIFORNIA,ISLA CEDROS,Septiembre,ACUACULTURA,ABULON ROJO,"4,860.00","4,860.00","1,038,703.50",2008
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Septiembre,CAPTURA,ABULON AZUL,"8,913.10","3,745.00","1,048,600.00",2010
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Septiembre,CAPTURA,ABULON AZUL,"5,866.70","2,465.00","690,200.00",2009
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Septiembre,CAPTURA,ABULON AZUL,"7,109.79","5,972.25","1,548,218.93",2014
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Septiembre,CAPTURA,ABULON AZUL,9,9,"1,440.00",2010
BAJA CALIFORNIA SUR,GUERRERO NEGRO,Septiembre,CAPTURA,ABULON AZUL,410,975.8,"106,746.21",2008
BAJA CALIFORNIA SUR,LA PAZ,Septiembre,CAPTURA,ABULON AZUL,438.33,231.33,"61,234.21",2014
BAJA CALIFORNIA SUR,LA PAZ,Septiembre,CAPTURA,ABULON AZUL,357,150,"34,159.50",2006
BAJA CALIFORNIA SUR,LA PAZ,Septiembre,CAPTURA,ABULON AZUL,472.43,198.5,"79,400.00",2010
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Septiembre,CAPTURA,ABULON AZUL,61,145.18,"15,881.75",2008
BAJA CALIFORNIA SUR,SAN CARLOS,Septiembre,CAPTURA,ABULON AZUL,"2,828.63","1,188.50","223,438.00",2010
BAJA CALIFORNIA SUR,SAN CARLOS,Septiembre,CAPTURA,ABULON AZUL,615.38,797.38,"207,352.53",2014
BAJA CALIFORNIA SUR,SAN CARLOS,Septiembre,CAPTURA,ABULON AZUL,"3,604.27","1,514.40","378,600.00",2012
BAJA CALIFORNIA SUR,SAN CARLOS,Septiembre,CAPTURA,ABULON AZUL,670.08,372,"86,900.00",2009
BAJA CALIFORNIA SUR,SAN CARLOS,Septiembre,CAPTURA,ABULON AZUL,226.1,95,"21,634.35",2006
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON ROJO,"1,586.83","1,586.83","326,696.07",2014
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON SE,"1,325.50","1,325.50","271,727.50",2006
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON ROJO,"3,477.00","3,477.00","985,600.00",2011
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON AMARILLO,3.1,3.1,"1,085.00",2007
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON ROJO,"1,835.00","1,835.00","342,075.00",2010
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON ROJO,"1,372.50","1,372.50","386,811.68",2007
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON ROJO,"1,266.73","1,266.73","274,457.75",2013
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON ROJO,"7,000.00","7,000.00","1,427,500.00",2013
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON ROJO,"6,450.00","6,450.00","1,445,000.00",2012
BAJA CALIFORNIA,ENSENADA,Octubre,ACUACULTURA,ABULON ROJO,"1,832.00","1,832.00","377,060.00",2009
BAJA CALIFORNIA,MEXICALI,Octubre,ACUACULTURA,ABULON ROJO,"1,619.00","1,619.00","341,851.85",2008
BAJA CALIFORNIA SUR,CD. CONSTITUCION,Octubre,CAPTURA,ABULON AZUL,119,50,"11,374.00",2007
BAJA CALIFORNIA SUR,LA PAZ,Octubre,CAPTURA,ABULON AZUL,241.57,101.5,"40,600.00",2010
BAJA CALIFORNIA SUR,PUNTA ABREOJOS,Octubre,CAPTURA,ABULON AMARILLO,76.16,32,"6,925.44",2006
OAXACA,PUERTO ESCONDIDO,Octubre,CAPTURA,ABULON ROJO,546,546,"136,500.00",2014
OAXACA,PUERTO ESCONDIDO,Octubre,CAPTURA,ABULON AZUL,0,450,"112,500.00",2014
BAJA CALIFORNIA,EL ROSARIO,Noviembre,ACUACULTURA,ABULON SE,199.42,199.42,"9,970.96",2013
BAJA CALIFORNIA,EL ROSARIO,Noviembre,ACUACULTURA,ABULON SE,"1,102.00","1,102.00","55,100.00",2013
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON SE,30,30,"7,500.00",2013
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON ROJO,"3,119.25","3,119.25","603,693.66",2014
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON ROJO,380.02,380.02,"76,003.69",2013
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON ROJO,"3,550.00","3,550.00","740,700.00",2009
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON ROJO,"2,100.00","2,100.00","420,000.00",2013
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON SE,"2,322.00","2,322.00","487,620.00",2006
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON ROJO,"11,464.00","11,464.00","2,267,200.00",2011
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON SE,"1,713.00","1,713.00","479,640.00",2007
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON AZUL,"5,831.70","5,831.70","699,804.00",2013
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON ROJO,"2,150.00","2,150.00","435,000.00",2012
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON ROJO,"5,050.00","5,050.00","984,850.00",2010
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON AZUL,"1,055.31","1,055.31","126,637.34",2013
BAJA CALIFORNIA,ENSENADA,Noviembre,ACUACULTURA,ABULON SE,5.43,5.43,"1,357.21",2013
BAJA CALIFORNIA,SAN FELIPE,Noviembre,ACUACULTURA,ABULON ROJO,"2,707.00","2,707.00","571,583.05",2008
BAJA CALIFORNIA,SAN QUINTIN,Noviembre,ACUACULTURA,ABULON ROJO,899.2,899.2,"449,600.00",2010
VERACRUZ,VERACRUZ,Noviembre,CAPTURA,ABULON BLANCO,0,200,"50,000.00",2014
BAJA CALIFORNIA,EL ROSARIO,Diciembre,CAPTURA,ABULON AZUL,54,54,"10,800.00",2010
BAJA CALIFORNIA,EL ROSARIO,Diciembre,CAPTURA,ABULON AMARILLO,51,51,"10,200.00",2010
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON ROJO,"5,225.00","5,225.00","1,045,000.00",2012
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ABULON AZUL,952,400,"328,000.00",2013
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON SE,959.2,959.2,"310,138.14",2006
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON ROJO,"1,756.84","1,756.84","353,954.97",2014
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ABULON NEGRO,"1,520.82",639,"241,542.00",2006
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON ROJO,"4,275.00","4,275.00","836,375.00",2009
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON ROJO,687.65,687.65,"137,530.48",2013
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ABULON NEGRO,"1,856.40",780,"333,840.00",2007
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ABULON AZUL,"5,569.20","2,340.00","1,637,980.00",2010
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON AZUL,1,1,600,2010
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON ROJO,"2,250.00","2,250.00","418,500.00",2010
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON SE,"1,308.00","1,308.00","274,680.00",2007
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ABULON AZUL,185,185,"27,629.75",2008
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ABULON AMARILLO,"9,984.00","9,984.00","1,491,110.40",2008
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON ROJO,"3,800.00","3,800.00","760,000.00",2013
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ABULON AZUL,"2,928.19","1,451.59","461,389.15",2014
BAJA CALIFORNIA,ENSENADA,Diciembre,ACUACULTURA,ABULON ROJO,"2,099.99","2,099.99","469,997.00",2011
BAJA CALIFORNIA,ENSENADA,Diciembre,CAPTURA,ABULON AZUL,72.38,72.38,"59,355.26",2013
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AMARILLO,"15,545.00","15,545.00","2,020,850.00",2006
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AZUL,"8,520.00","8,520.00","3,223,371.60",2006
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AZUL,"3,754.00","3,754.00","544,330.00",2007
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AMARILLO,"14,724.00","14,724.00","2,134,980.00",2007
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AZUL,"29,921.00","29,921.00","5,655,069.00",2009
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AMARILLO,"2,482.00","2,482.00","724,744.00",2011
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AMARILLO,"16,747.00","16,747.00","3,165,183.00",2009
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AZUL,"38,349.00","38,349.00","7,247,961.00",2010
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AMARILLO,"11,870.00","11,870.00","2,243,430.00",2010
BAJA CALIFORNIA,ISLA CEDROS,Diciembre,CAPTURA,ABULON AZUL,"18,137.00","18,137.00","5,296,004.00",2011
BAJA CALIFORNIA,SAN FELIPE,Diciembre,CAPTURA,ABULON AZUL,"2,632.97","6,266.47","720,486.17",2008
BAJA CALIFORNIA,SAN FELIPE,Diciembre,ACUACULTURA,ABULON ROJO,"3,027.60","3,027.60","639,277.74",2008
BAJA CALIFORNIA,SAN FELIPE,Diciembre,CAPTURA,ABULON NEGRO,52.68,125.38,"21,704.16",2008
GUERRERO,ACAPULCO,Diciembre,CAPTURA,ABULON AZUL,669.5,,,
