MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Time_Series,Notes
619,Mangrove distribution in 2015,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,National,,,,,,Shapefile,Year,Georeferenced,Distribucion de los manglares en Mexico en 2015,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
620,Disturbed Mangrove distribution in 2015,Biodiversidad; Cambio; Distribucion; Manglar; manglares; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,National,,,,,,Shapefile,Year,Georeferenced,Distribucion de los manglares en Mexico en 2015,Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
621,Changes in the landscape associated with Mangroves in the Gulf of Mexico  (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Gulf of Mexico,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Golfo de Mexico (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
622,Changes in the landscape associated with Mangroves in the Gulf of Mexico 2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Gulf of Mexico,2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Golfo de Mexico (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
623,Changes in the landscape associated with Mangroves in the Gulf of Mexico  (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,Atlantic,West Gulf of Mexico,Gulf of Mexico,2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Golfo de Mexico (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
624,Changes in the landscape associated with Mangroves in the Central Pacific (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Jalisco; Colima; Michoacan,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Central Pacific,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Centro (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
625,Changes in the landscape associated with Mangroves in the Central Pacific 2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Jalisco; Colima; Michoacan,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Central Pacific,2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Centro  (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
626,Changes in the landscape associated with Mangroves in the Central Pacific (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Jalisco; Colima; Michoacan,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,South Pacific,Central Pacific,2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Centro  (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
627,Changes in the landscape associated with Mangroves in the North Pacific (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Nayarit; Sinaloa; Sonora; Baja California Sur; Baja California,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,North Pacific,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Norte (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
628,Changes in the landscape associated with Mangroves in the North Pacific (2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Nayarit; Sinaloa; Sonora; Baja California Sur; Baja California,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,North Pacific,2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Norte  (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
629,Changes in the landscape associated with Mangroves in the North Pacific (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Nayarit; Sinaloa; Sonora; Baja California Sur; Baja California,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,Gulf of California,North Pacific,2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Norte  (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
630,Changes in the landscape associated with Mangroves in the South Pacific (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Guerrero; Oaxaca; Chiapas,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific ,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Sur (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
631,Changes in the landscape associated with Mangroves in the South Pacific (2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Guerrero; Oaxaca; Chiapas,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific ,2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Sur  (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
632,Changes in the landscape associated with Mangroves in the South Pacific (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo; Guerrero; Oaxaca; Chiapas,CONABIO,CONABIO; SMMM,1,Manglar ,Pacific,Gulf of Tehantepec,South Pacific ,2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Pacifico Sur  (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
633,Changes in the landscape associated with Mangroves in the Yucatan Peninsula (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan Peninsula,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Peninsula de Yucatan (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
634,Changes in the landscape associated with Mangroves in the Yucatan Peninsula (2005 - 2010),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan Peninsula,2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Peninsula de Yucatan(2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
635,Changes in the landscape associated with Mangroves in the Yucatan Peninsula (2010 - 2015),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan Peninsula,2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de la Region Peninsula de Yucatan(2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
636,Changes in the coastal landscape associated with Mangroves (1981 - 2005),Biodiversidad;  Distribucion;  Manglar;  Perturbado;  Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,1981,2005,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de Mexico  (1981 - 2005),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
637,Changes in the coastal landscape associated with Mangroves (2005 - 2010),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO,1,Manglar ,National,,,2005,2010,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de Mexico (2005-2010),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2014,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
638,Changes in the coastal landscape associated with Mangroves (2010 - 2015),Biodiversidad; Distribucion; Manglar; Perturbado; Monitoreo,CONABIO,CONABIO; SMMM,1,Manglar ,National,,,2010,2015,,Shapefile,Year,Georeferenced,Mapa de cambios en el paisaje de la zona costera asociada a los manglares de Mexico (2010-2015),Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
639,"Mapa de conectividad de los manglares del estado de Baja California, 2010.",conectividad;  manglar;  manglares;  2010;  Baja California,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,Baja California,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Baja California, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
640,"Mapa de conectividad de los manglares del estado de Baja California Sur, 2010.",conectividad;  manglar;  manglares;  2010;  Baja California Sur,,CONABIO,1,Manglar ,Pacific,Gulf of California,Baja California Sur,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Baja California Sur, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
641,"Mapa de conectividad de los manglares del estado de Campeche, 2010.",conectividad;  manglar;  manglares;  2010;  Campeche,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Campeche,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Campeche, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,,,,,State,,,
642,"Mapa de conectividad de los manglares del estado de Chiapas, 2010.",conectividad;  manglar;  manglares;  2010;  Chiapas,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of Tehantepec,Chiapas,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Chiapas, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,,,,,State,,,
643,"Mapa de conectividad de los manglares del estado de Colima, 2010.",conectividad;  manglar;  manglares;  2010;  Colima,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Colima,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Colima, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
644,"Mapa de conectividad de los manglares del estado de Guerrero, 2010.",conectividad;  manglar;  manglares;  2010;  Guerrero,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Guerrero,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Guerrero, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
645,"Mapa de conectividad de los manglares del estado de Jalisco, 2010.",conectividad;  manglar;  manglares;  2010;  Jalisco,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Jalisco,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Jalisco, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
646,"Mapa de conectividad de los manglares del estado de Michoacan, 2010.",conectividad;  manglar;  manglares;  2010;  Michoacan,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,Michoacan,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Michoacan, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
647,"Mapa de conectividad de los manglares del estado de Nayarit, 2010.",conectividad;  manglar;  manglares;  2010;  Nayarit,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Nayarit,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Nayarit, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
648,"Mapa de conectividad de los manglares del estado de Oaxaca, 2010.",conectividad;  manglar;  manglares;  2010;  Oaxaca,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of Tehantepec,Oaxaca,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Oaxaca, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
649,"Mapa de conectividad de los manglares del estado de Quintana Roo, 2010.",conectividad;  manglar;  manglares;  2010;  Quintana Roo,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Quintana Roo,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Quintana Roo, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
650,"Mapa de conectividad de los manglares del estado de Sinaloa, 2010.",conectividad;  manglar;  manglares;  2010;  Sinaloa,CONABIO,CONABIO,1,Manglar ,Pacific,Gulf of California,Sinaloa,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Sinaloa, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
651,"Mapa de conectividad de los manglares del estado de Tabasco, 2010.",conectividad;  manglar;  manglares;  2010;  Tabasco,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Tabasco,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Tabasco, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
652,"Mapa de conectividad de los manglares del estado de Tamaulipas, 2010.",conectividad;  manglar;  manglares;  2010;  Tamaulipas,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Tamaulipas,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Tamaulipas, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
653,"Mapa de conectividad de los manglares del estado de Veracruz, 2010.",conectividad;  manglar;  manglares;  2010;  Veracruz,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Veracruz,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Veracruz, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
654,"Mapa de conectividad de los manglares del estado de Yucatan, 2010.",conectividad;  manglar;  manglares;  2010;  Yucatan,CONABIO,CONABIO,1,Manglar ,Atlantic,Yucatan Peninsula,Yucatan,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de conectividad de los manglares del estado de Yucatan, 2010.",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,State,,,
655,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (1981).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Golfo de Mexico,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Golfo de Mexico,1981,1981,1,Shapefile,Year,Georeferenced,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (1981).",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,,,
656,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2005).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Golfo de Mexico,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Golfo de Mexico,2005,2005,1,Shapefile,Year,Georeferenced,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2005).",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,,,
657,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2010).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Golfo de Mexico,CONABIO,CONABIO,1,Manglar ,Atlantic,West Gulf of Mexico,Golfo de Mexico,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2010).",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,,,
658,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2015).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Golfo de Mexico,CONABIO;SMMM,CONABIO; SMMM,1,Manglar ,Atlantic,West Gulf of Mexico,Golfo de Mexico,2015,2015,1,Shapefile,Year,Georeferenced,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Golfo de Mexico (2015).",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,,,
659,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Pacifico Centro (1981).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Pacifico Centro,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Pacifico Centro,1981,1981,1,Shapefile,Year,Georeferenced,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Pacifico Centro (1981).",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,,,
660,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Pacifico Centro (2005).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Pacifico Centro,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Pacifico Centro,2005,2005,1,Shapefile,Year,Georeferenced,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Pacifico Centro (2005).",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,,,
661,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Pacifico Centro (2010).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Pacifico Centro,CONABIO,CONABIO,1,Manglar ,Pacific,South Pacific,Pacifico Centro,2010,2010,1,Shapefile,Year,Georeferenced,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Pacifico Centro (2010).",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2013,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,,,
662,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Pacifico Centro (2015).",biodiversidad;  distribucion;  manglar;  manglares;  monitoreo;  uso;  suelo;  vegetacion;  Pacifico Centro,CONABIO;SMMM,CONABIO; SMMM,1,Manglar ,Pacific,Gulf of California,Pacifico Centro,2015,2015,1,Shapefile,Year,Georeferenced,"Mapa de uso del suelo y vegetacion de la zona costera asociada a los manglares, Region Pacifico Centro (2015).",Catalogo de metadatos geograficos. Comision nacional para el Conocimiento y Uso de la Biodiversidad,2016,http://www.conabio.gob.mx/informacion/gis/?vns=gis_root/region/biotic/anpe09gw,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Conservation,Pressure,,,
